用户ID,兴趣类别,观看视频数,点赞视频数
4684,"CAT_039, CAT_131, CAT_213, CAT_168, CAT_209",119,45
4685,"CAT_101, CAT_104, CAT_123, CAT_016, CAT_081",127,51
4686,"CAT_042, CAT_168, CAT_195, CAT_099, CAT_175",115,42
4687,"CAT_026, CAT_048, CAT_065, CAT_027, CAT_144",142,58
4688,"CAT_161, CAT_170, CAT_130, CAT_160, CAT_132",104,40
4689,"CAT_030, CAT_219, CAT_085, CAT_179",124,47
4690,"CAT_139, CAT_127, CAT_027, CAT_104, CAT_086, CAT_117",118,42
4691,"CAT_049, CAT_086, CAT_206, CAT_050, CAT_116, CAT_128",131,51
4692,"CAT_155, CAT_000, CAT_023, CAT_209, CAT_015",118,50
4693,"CAT_143, CAT_187, CAT_133, CAT_080",98,23
4694,"CAT_096, CAT_102, CAT_185, CAT_083, CAT_199",136,58
4695,"CAT_003, CAT_104, CAT_006, CAT_023, CAT_082",115,42
4696,"CAT_183, CAT_139, CAT_058, CAT_130, CAT_159",80,34
4697,"CAT_130, CAT_032, CAT_159, CAT_071, CAT_150, CAT_198",137,56
4698,"CAT_146, CAT_055, CAT_127, CAT_005",94,42
4699,"CAT_222, CAT_040, CAT_033, CAT_152",108,35
4700,"CAT_087, CAT_172, CAT_001, CAT_006",130,44
4701,"CAT_112, CAT_135, CAT_040, CAT_085, CAT_066, CAT_026",101,45
4702,"CAT_048, CAT_059, CAT_215, CAT_015, CAT_169, CAT_058",126,49
4703,"CAT_128, CAT_170, CAT_098, CAT_194, CAT_040",149,65
4704,"CAT_161, CAT_146, CAT_147, CAT_096, CAT_220",100,42
4705,"CAT_078, CAT_026, CAT_163, CAT_171, CAT_095, CAT_214",105,37
4706,"CAT_148, CAT_043, CAT_157, CAT_176, CAT_141, CAT_063",109,46
4707,"CAT_221, CAT_204, CAT_026, CAT_137, CAT_129, CAT_059",121,52
4708,"CAT_207, CAT_054, CAT_187, CAT_136, CAT_063",129,44
4709,"CAT_126, CAT_173, CAT_174, CAT_208, CAT_166, CAT_203",108,43
4710,"CAT_000, CAT_179, CAT_059, CAT_176, CAT_053",130,48
4711,"CAT_066, CAT_075, CAT_049, CAT_195, CAT_109",108,39
4712,"CAT_210, CAT_123, CAT_131, CAT_025, CAT_031",143,54
4713,"CAT_008, CAT_201, CAT_186, CAT_221",106,47
4714,"CAT_108, CAT_128, CAT_171, CAT_200",123,41
4715,"CAT_202, CAT_207, CAT_019, CAT_063, CAT_010, CAT_197",91,31
4716,"CAT_139, CAT_092, CAT_022, CAT_187, CAT_035, CAT_001",116,54
4717,"CAT_178, CAT_003, CAT_095, CAT_047, CAT_105, CAT_091",157,52
4718,"CAT_048, CAT_177, CAT_074, CAT_103, CAT_088, CAT_024",106,47
4719,"CAT_147, CAT_187, CAT_156, CAT_019, CAT_047",135,43
4720,"CAT_051, CAT_015, CAT_178, CAT_067",148,56
4721,"CAT_001, CAT_060, CAT_117, CAT_136, CAT_123",136,59
4722,"CAT_031, CAT_069, CAT_185, CAT_136, CAT_042, CAT_091",118,42
4723,"CAT_171, CAT_179, CAT_105, CAT_024, CAT_089",124,52
4724,"CAT_062, CAT_012, CAT_100, CAT_055",144,57
4725,"CAT_112, CAT_140, CAT_100, CAT_222, CAT_031",108,43
4726,"CAT_074, CAT_133, CAT_005, CAT_023",113,45
4727,"CAT_074, CAT_140, CAT_082, CAT_197, CAT_199, CAT_107",119,47
4728,"CAT_002, CAT_121, CAT_164, CAT_084",101,40
4729,"CAT_054, CAT_063, CAT_026, CAT_083, CAT_020, CAT_070",106,39
4730,"CAT_098, CAT_137, CAT_153, CAT_000, CAT_144",106,41
4731,"CAT_139, CAT_136, CAT_013, CAT_021, CAT_002",125,58
4732,"CAT_210, CAT_077, CAT_001, CAT_211",129,63
4733,"CAT_149, CAT_104, CAT_190, CAT_001",105,42
4734,"CAT_152, CAT_143, CAT_192, CAT_120",118,47
4735,"CAT_165, CAT_081, CAT_007, CAT_218",101,34
4736,"CAT_029, CAT_132, CAT_033, CAT_051, CAT_095",132,44
4737,"CAT_096, CAT_133, CAT_218, CAT_007, CAT_004",141,53
4738,"CAT_075, CAT_009, CAT_135, CAT_026, CAT_220, CAT_121",136,46
4739,"CAT_019, CAT_074, CAT_055, CAT_115, CAT_107",133,60
4740,"CAT_164, CAT_045, CAT_167, CAT_047, CAT_010, CAT_023",113,49
4741,"CAT_149, CAT_170, CAT_109, CAT_006, CAT_146, CAT_156",101,34
4742,"CAT_093, CAT_064, CAT_063, CAT_114, CAT_185, CAT_082",139,65
4743,"CAT_185, CAT_215, CAT_082, CAT_139, CAT_169, CAT_047",110,38
4744,"CAT_014, CAT_120, CAT_158, CAT_023",136,53
4745,"CAT_201, CAT_109, CAT_067, CAT_142",97,32
4746,"CAT_157, CAT_180, CAT_167, CAT_045, CAT_194, CAT_104",97,45
4747,"CAT_085, CAT_212, CAT_011, CAT_009, CAT_161, CAT_099",136,49
4748,"CAT_198, CAT_171, CAT_037, CAT_152",125,38
4749,"CAT_113, CAT_076, CAT_072, CAT_184",114,50
4750,"CAT_190, CAT_150, CAT_109, CAT_029",136,57
4751,"CAT_113, CAT_054, CAT_166, CAT_209",127,58
4752,"CAT_144, CAT_067, CAT_190, CAT_063, CAT_066, CAT_128",128,56
4753,"CAT_048, CAT_037, CAT_054, CAT_163",132,46
4754,"CAT_151, CAT_110, CAT_030, CAT_186, CAT_079, CAT_088",123,39
4755,"CAT_045, CAT_095, CAT_008, CAT_050, CAT_165, CAT_209",131,50
4756,"CAT_028, CAT_083, CAT_025, CAT_085",123,57
4757,"CAT_205, CAT_202, CAT_215, CAT_197, CAT_108",130,53
4758,"CAT_082, CAT_129, CAT_141, CAT_213",123,44
4759,"CAT_199, CAT_163, CAT_058, CAT_094, CAT_052",136,54
4760,"CAT_038, CAT_149, CAT_070, CAT_181, CAT_180",118,44
4761,"CAT_140, CAT_191, CAT_092, CAT_160, CAT_111",110,40
4762,"CAT_034, CAT_209, CAT_170, CAT_017",97,37
4763,"CAT_181, CAT_102, CAT_221, CAT_208, CAT_056, CAT_217",135,55
4764,"CAT_148, CAT_108, CAT_127, CAT_077",119,45
4765,"CAT_184, CAT_147, CAT_089, CAT_204",118,49
4766,"CAT_096, CAT_028, CAT_137, CAT_025, CAT_006, CAT_202",117,46
4767,"CAT_183, CAT_076, CAT_187, CAT_021",127,52
4768,"CAT_178, CAT_202, CAT_179, CAT_059, CAT_108, CAT_188",115,54
4769,"CAT_123, CAT_191, CAT_022, CAT_094, CAT_106, CAT_024",118,46
4770,"CAT_151, CAT_159, CAT_180, CAT_153, CAT_098, CAT_206",95,35
4771,"CAT_206, CAT_058, CAT_117, CAT_162, CAT_124, CAT_038",112,52
4772,"CAT_215, CAT_049, CAT_032, CAT_184, CAT_087",112,41
4773,"CAT_001, CAT_029, CAT_123, CAT_207",91,43
4774,"CAT_007, CAT_088, CAT_128, CAT_070",94,37
4775,"CAT_039, CAT_066, CAT_149, CAT_068, CAT_083, CAT_058",151,68
4776,"CAT_059, CAT_068, CAT_007, CAT_110, CAT_001, CAT_171",117,53
4777,"CAT_015, CAT_194, CAT_048, CAT_057, CAT_079",93,30
4778,"CAT_152, CAT_183, CAT_173, CAT_046, CAT_131",144,63
4779,"CAT_082, CAT_201, CAT_004, CAT_076, CAT_048",122,52
4780,"CAT_047, CAT_009, CAT_055, CAT_101, CAT_050",104,42
4781,"CAT_064, CAT_097, CAT_108, CAT_146, CAT_010",139,58
4782,"CAT_184, CAT_023, CAT_136, CAT_012, CAT_015, CAT_214",123,47
4783,"CAT_004, CAT_195, CAT_030, CAT_118",147,57
4784,"CAT_108, CAT_203, CAT_191, CAT_144",114,48
4785,"CAT_119, CAT_189, CAT_178, CAT_013, CAT_071",116,45
4786,"CAT_098, CAT_218, CAT_201, CAT_094",117,58
4787,"CAT_069, CAT_210, CAT_017, CAT_146",114,37
4788,"CAT_199, CAT_080, CAT_057, CAT_021, CAT_005, CAT_135",137,60
4789,"CAT_017, CAT_041, CAT_083, CAT_114, CAT_032",98,46
4790,"CAT_220, CAT_026, CAT_137, CAT_158, CAT_019",114,47
4791,"CAT_218, CAT_047, CAT_076, CAT_215",131,61
4792,"CAT_214, CAT_137, CAT_081, CAT_058, CAT_042",117,58
4793,"CAT_070, CAT_140, CAT_074, CAT_029, CAT_121, CAT_166",121,54
4794,"CAT_009, CAT_109, CAT_148, CAT_028",140,65
4795,"CAT_213, CAT_182, CAT_131, CAT_191",164,74
4796,"CAT_148, CAT_072, CAT_212, CAT_055, CAT_093, CAT_184",96,37
4797,"CAT_184, CAT_179, CAT_119, CAT_071, CAT_137, CAT_117",123,49
4798,"CAT_154, CAT_080, CAT_199, CAT_043, CAT_056",126,55
4799,"CAT_147, CAT_047, CAT_217, CAT_163, CAT_046",125,51
4800,"CAT_122, CAT_063, CAT_017, CAT_168, CAT_056",108,42
4801,"CAT_086, CAT_120, CAT_091, CAT_214",122,52
4802,"CAT_076, CAT_114, CAT_041, CAT_068",141,58
4803,"CAT_017, CAT_126, CAT_045, CAT_222, CAT_088, CAT_210",150,66
4804,"CAT_046, CAT_168, CAT_146, CAT_015, CAT_210",124,46
4805,"CAT_030, CAT_153, CAT_102, CAT_003",125,43
4806,"CAT_053, CAT_055, CAT_147, CAT_075, CAT_174",126,53
4807,"CAT_003, CAT_026, CAT_087, CAT_121",100,38
4808,"CAT_081, CAT_189, CAT_057, CAT_199, CAT_092, CAT_151",128,55
4809,"CAT_107, CAT_072, CAT_162, CAT_147",132,61
4810,"CAT_101, CAT_136, CAT_098, CAT_046, CAT_116, CAT_096",97,45
4811,"CAT_025, CAT_140, CAT_016, CAT_207, CAT_220, CAT_054",127,44
4812,"CAT_199, CAT_167, CAT_012, CAT_143, CAT_082",95,32
4813,"CAT_219, CAT_137, CAT_136, CAT_025",137,59
4814,"CAT_132, CAT_128, CAT_176, CAT_107, CAT_148, CAT_020",117,52
4815,"CAT_209, CAT_053, CAT_131, CAT_098, CAT_069",120,56
4816,"CAT_062, CAT_169, CAT_052, CAT_208, CAT_179, CAT_024",92,40
4817,"CAT_195, CAT_123, CAT_095, CAT_207",117,43
4818,"CAT_115, CAT_013, CAT_050, CAT_208, CAT_114, CAT_062",119,52
4819,"CAT_190, CAT_108, CAT_135, CAT_089",127,45
4820,"CAT_132, CAT_087, CAT_144, CAT_160",114,43
4821,"CAT_078, CAT_137, CAT_127, CAT_165",132,53
4822,"CAT_169, CAT_149, CAT_091, CAT_162, CAT_104, CAT_093",136,42
4823,"CAT_202, CAT_055, CAT_047, CAT_162, CAT_081",115,56
4824,"CAT_028, CAT_027, CAT_023, CAT_191, CAT_053",138,51
4825,"CAT_088, CAT_119, CAT_205, CAT_164",155,68
4826,"CAT_198, CAT_039, CAT_050, CAT_005, CAT_088",105,43
4827,"CAT_062, CAT_118, CAT_169, CAT_075, CAT_150",131,60
4828,"CAT_135, CAT_095, CAT_185, CAT_125",101,44
4829,"CAT_099, CAT_015, CAT_118, CAT_202",101,46
4830,"CAT_173, CAT_137, CAT_163, CAT_165, CAT_158, CAT_088",100,47
4831,"CAT_204, CAT_032, CAT_097, CAT_125, CAT_160, CAT_079",128,53
4832,"CAT_014, CAT_211, CAT_173, CAT_045",122,50
4833,"CAT_107, CAT_105, CAT_096, CAT_010, CAT_135, CAT_111",113,43
4834,"CAT_109, CAT_141, CAT_103, CAT_081, CAT_114, CAT_079",98,42
4835,"CAT_203, CAT_059, CAT_005, CAT_123, CAT_145, CAT_132",144,51
4836,"CAT_018, CAT_099, CAT_025, CAT_086, CAT_046, CAT_184",123,49
4837,"CAT_126, CAT_018, CAT_095, CAT_222, CAT_104",123,44
4838,"CAT_085, CAT_209, CAT_194, CAT_038, CAT_021",107,42
4839,"CAT_175, CAT_142, CAT_032, CAT_109, CAT_078",140,61
4840,"CAT_091, CAT_135, CAT_087, CAT_094",146,65
4841,"CAT_050, CAT_145, CAT_100, CAT_168, CAT_020",114,52
4842,"CAT_222, CAT_172, CAT_166, CAT_007",114,58
4843,"CAT_033, CAT_071, CAT_111, CAT_217, CAT_123, CAT_138",105,37
4844,"CAT_052, CAT_038, CAT_135, CAT_088",136,48
4845,"CAT_160, CAT_015, CAT_084, CAT_119",143,64
4846,"CAT_213, CAT_051, CAT_205, CAT_078, CAT_162, CAT_144",131,49
4847,"CAT_069, CAT_171, CAT_116, CAT_214, CAT_011, CAT_103",99,49
4848,"CAT_123, CAT_135, CAT_189, CAT_210",95,37
4849,"CAT_088, CAT_071, CAT_216, CAT_113, CAT_219, CAT_066",90,35
4850,"CAT_112, CAT_035, CAT_191, CAT_080, CAT_076, CAT_098",99,42
4851,"CAT_191, CAT_205, CAT_045, CAT_199, CAT_032",132,54
4852,"CAT_081, CAT_186, CAT_021, CAT_079, CAT_041, CAT_131",87,33
4853,"CAT_211, CAT_023, CAT_088, CAT_071, CAT_040",126,41
4854,"CAT_117, CAT_164, CAT_115, CAT_207",121,49
4855,"CAT_097, CAT_179, CAT_155, CAT_210, CAT_019, CAT_209",101,40
4856,"CAT_009, CAT_083, CAT_077, CAT_156, CAT_033",147,52
4857,"CAT_091, CAT_175, CAT_033, CAT_184",141,65
4858,"CAT_064, CAT_004, CAT_005, CAT_089, CAT_205",120,50
4859,"CAT_077, CAT_210, CAT_073, CAT_128",97,47
4860,"CAT_122, CAT_206, CAT_013, CAT_001",105,46
4861,"CAT_155, CAT_134, CAT_163, CAT_050",113,49
4862,"CAT_207, CAT_088, CAT_114, CAT_135, CAT_218, CAT_213",127,58
4863,"CAT_144, CAT_193, CAT_065, CAT_106, CAT_103",133,53
4864,"CAT_128, CAT_078, CAT_167, CAT_083, CAT_077, CAT_121",132,49
4865,"CAT_074, CAT_161, CAT_222, CAT_182",87,37
4866,"CAT_030, CAT_180, CAT_009, CAT_077",112,49
4867,"CAT_126, CAT_108, CAT_179, CAT_117",129,42
4868,"CAT_023, CAT_203, CAT_032, CAT_169, CAT_049, CAT_115",100,38
4869,"CAT_203, CAT_109, CAT_155, CAT_206, CAT_044",131,52
4870,"CAT_041, CAT_127, CAT_040, CAT_172, CAT_108, CAT_016",137,55
4871,"CAT_157, CAT_155, CAT_135, CAT_008",117,57
4872,"CAT_202, CAT_135, CAT_205, CAT_160, CAT_162",116,36
4873,"CAT_008, CAT_054, CAT_040, CAT_003, CAT_023, CAT_196",127,50
4874,"CAT_167, CAT_086, CAT_005, CAT_215, CAT_210",108,35
4875,"CAT_065, CAT_095, CAT_141, CAT_132, CAT_192, CAT_010",88,32
4876,"CAT_039, CAT_187, CAT_134, CAT_064, CAT_150",134,50
4877,"CAT_048, CAT_205, CAT_155, CAT_199, CAT_125, CAT_135",93,40
4878,"CAT_125, CAT_102, CAT_070, CAT_082, CAT_218",105,44
4879,"CAT_162, CAT_208, CAT_068, CAT_048",97,38
4880,"CAT_185, CAT_005, CAT_016, CAT_053, CAT_162, CAT_186",91,41
4881,"CAT_055, CAT_131, CAT_187, CAT_030, CAT_028",135,51
4882,"CAT_107, CAT_215, CAT_162, CAT_141",110,46
4883,"CAT_132, CAT_155, CAT_008, CAT_123, CAT_190",103,39
4884,"CAT_222, CAT_153, CAT_019, CAT_112, CAT_169",115,41
4885,"CAT_187, CAT_117, CAT_063, CAT_208",138,59
4886,"CAT_187, CAT_039, CAT_033, CAT_158, CAT_219, CAT_097",117,49
4887,"CAT_009, CAT_139, CAT_091, CAT_099, CAT_001, CAT_189",123,54
4888,"CAT_071, CAT_076, CAT_220, CAT_144, CAT_106",105,46
4889,"CAT_103, CAT_138, CAT_153, CAT_043, CAT_066",102,39
4890,"CAT_219, CAT_004, CAT_022, CAT_214",134,51
4891,"CAT_086, CAT_019, CAT_081, CAT_177, CAT_046, CAT_143",140,54
4892,"CAT_011, CAT_024, CAT_151, CAT_010, CAT_065",100,35
4893,"CAT_034, CAT_109, CAT_091, CAT_093, CAT_047, CAT_028",98,35
4894,"CAT_170, CAT_118, CAT_038, CAT_101, CAT_000",130,45
4895,"CAT_129, CAT_030, CAT_184, CAT_186, CAT_092, CAT_097",101,43
4896,"CAT_012, CAT_087, CAT_029, CAT_133, CAT_203",112,39
4897,"CAT_197, CAT_177, CAT_011, CAT_081",92,38
4898,"CAT_163, CAT_052, CAT_144, CAT_092, CAT_180",140,52
4899,"CAT_083, CAT_120, CAT_078, CAT_143, CAT_011",148,59
4900,"CAT_008, CAT_220, CAT_089, CAT_072, CAT_040",110,49
4901,"CAT_181, CAT_030, CAT_100, CAT_007, CAT_098",112,45
4902,"CAT_089, CAT_044, CAT_060, CAT_135, CAT_043",126,42
4903,"CAT_132, CAT_007, CAT_019, CAT_168, CAT_063, CAT_179",126,46
4904,"CAT_138, CAT_168, CAT_150, CAT_066",122,46
4905,"CAT_060, CAT_043, CAT_175, CAT_076, CAT_218, CAT_095",124,49
4906,"CAT_097, CAT_031, CAT_206, CAT_000",86,35
4907,"CAT_184, CAT_142, CAT_157, CAT_083, CAT_154",115,43
4908,"CAT_075, CAT_054, CAT_155, CAT_128, CAT_012",105,46
4909,"CAT_172, CAT_089, CAT_090, CAT_197",116,45
4910,"CAT_119, CAT_059, CAT_095, CAT_034",116,45
4911,"CAT_053, CAT_132, CAT_211, CAT_126",123,48
4912,"CAT_219, CAT_077, CAT_085, CAT_214, CAT_113, CAT_138",101,51
4913,"CAT_043, CAT_004, CAT_175, CAT_177, CAT_164",138,49
4914,"CAT_202, CAT_057, CAT_093, CAT_118",146,70
4915,"CAT_209, CAT_041, CAT_141, CAT_028, CAT_213",93,44
4916,"CAT_073, CAT_121, CAT_020, CAT_088, CAT_164, CAT_153",98,42
4917,"CAT_016, CAT_128, CAT_031, CAT_122, CAT_124",149,58
4918,"CAT_135, CAT_132, CAT_045, CAT_196, CAT_022",115,52
4919,"CAT_146, CAT_002, CAT_019, CAT_010, CAT_050",108,45
4920,"CAT_182, CAT_106, CAT_145, CAT_029, CAT_009, CAT_053",141,62
4921,"CAT_191, CAT_099, CAT_034, CAT_156",131,53
4922,"CAT_052, CAT_211, CAT_108, CAT_161",109,44
4923,"CAT_106, CAT_202, CAT_138, CAT_218, CAT_063, CAT_145",127,44
4924,"CAT_046, CAT_010, CAT_129, CAT_165, CAT_093, CAT_076",111,52
4925,"CAT_190, CAT_171, CAT_211, CAT_221, CAT_209",125,56
4926,"CAT_084, CAT_171, CAT_116, CAT_037",112,45
4927,"CAT_023, CAT_022, CAT_007, CAT_048",128,47
4928,"CAT_203, CAT_157, CAT_200, CAT_016, CAT_195",147,48
4929,"CAT_217, CAT_174, CAT_177, CAT_195",122,61
4930,"CAT_031, CAT_048, CAT_127, CAT_138, CAT_204, CAT_193",117,46
4931,"CAT_079, CAT_080, CAT_187, CAT_108",112,53
4932,"CAT_017, CAT_112, CAT_101, CAT_200",117,33
4933,"CAT_089, CAT_115, CAT_187, CAT_082",122,52
4934,"CAT_125, CAT_043, CAT_041, CAT_143, CAT_007, CAT_036",113,48
4935,"CAT_005, CAT_055, CAT_111, CAT_193, CAT_219",108,41
4936,"CAT_208, CAT_059, CAT_042, CAT_189",119,57
4937,"CAT_139, CAT_131, CAT_208, CAT_126, CAT_151",138,43
4938,"CAT_020, CAT_096, CAT_118, CAT_038, CAT_055",142,57
4939,"CAT_157, CAT_177, CAT_167, CAT_106, CAT_219",116,42
4940,"CAT_102, CAT_130, CAT_183, CAT_133",140,53
4941,"CAT_139, CAT_040, CAT_030, CAT_198, CAT_064",115,51
4942,"CAT_012, CAT_030, CAT_096, CAT_076, CAT_157",109,38
4943,"CAT_172, CAT_042, CAT_135, CAT_003, CAT_175",139,56
4944,"CAT_177, CAT_092, CAT_129, CAT_027, CAT_074, CAT_195",110,52
4945,"CAT_147, CAT_110, CAT_062, CAT_133",110,39
4946,"CAT_204, CAT_129, CAT_207, CAT_068, CAT_166",135,63
4947,"CAT_194, CAT_158, CAT_034, CAT_020, CAT_146",115,45
4948,"CAT_048, CAT_021, CAT_062, CAT_003, CAT_063, CAT_133",139,62
4949,"CAT_088, CAT_116, CAT_218, CAT_206, CAT_072, CAT_205",138,55
4950,"CAT_116, CAT_140, CAT_124, CAT_193",114,39
4951,"CAT_086, CAT_077, CAT_154, CAT_021, CAT_035",105,43
4952,"CAT_061, CAT_004, CAT_186, CAT_187",125,41
4953,"CAT_214, CAT_213, CAT_171, CAT_053, CAT_094, CAT_130",118,44
4954,"CAT_025, CAT_118, CAT_049, CAT_078, CAT_075, CAT_209",91,36
4955,"CAT_199, CAT_007, CAT_166, CAT_214, CAT_076, CAT_013",126,38
4956,"CAT_087, CAT_071, CAT_057, CAT_096, CAT_066",100,39
4957,"CAT_131, CAT_013, CAT_010, CAT_043, CAT_062",130,50
4958,"CAT_205, CAT_056, CAT_117, CAT_031",107,39
4959,"CAT_055, CAT_050, CAT_214, CAT_012, CAT_157",132,53
4960,"CAT_199, CAT_091, CAT_196, CAT_068, CAT_100",129,47
4961,"CAT_017, CAT_097, CAT_178, CAT_144",120,37
4962,"CAT_215, CAT_133, CAT_183, CAT_006, CAT_027",124,58
4963,"CAT_051, CAT_166, CAT_049, CAT_095, CAT_009",105,31
4964,"CAT_121, CAT_118, CAT_018, CAT_020, CAT_184",138,59
4965,"CAT_045, CAT_035, CAT_173, CAT_001, CAT_141",144,73
4966,"CAT_136, CAT_144, CAT_109, CAT_183, CAT_150, CAT_176",103,38
4967,"CAT_151, CAT_207, CAT_035, CAT_126, CAT_139, CAT_087",112,47
4968,"CAT_002, CAT_058, CAT_048, CAT_140, CAT_098",109,43
4969,"CAT_095, CAT_191, CAT_033, CAT_092, CAT_035",115,49
4970,"CAT_110, CAT_222, CAT_203, CAT_008",118,52
4971,"CAT_062, CAT_012, CAT_013, CAT_101, CAT_026",86,34
4972,"CAT_221, CAT_143, CAT_127, CAT_096, CAT_051, CAT_170",130,64
4973,"CAT_081, CAT_068, CAT_016, CAT_169, CAT_174, CAT_190",95,37
4974,"CAT_142, CAT_211, CAT_109, CAT_000, CAT_093",92,50
4975,"CAT_043, CAT_085, CAT_122, CAT_187",129,61
4976,"CAT_135, CAT_214, CAT_206, CAT_100, CAT_099",105,40
4977,"CAT_082, CAT_155, CAT_222, CAT_067",114,44
4978,"CAT_145, CAT_208, CAT_182, CAT_183, CAT_214, CAT_131",135,51
4979,"CAT_037, CAT_061, CAT_192, CAT_095, CAT_123",101,39
4980,"CAT_049, CAT_041, CAT_170, CAT_109, CAT_156",89,36
4981,"CAT_219, CAT_162, CAT_195, CAT_119, CAT_071",139,43
4982,"CAT_145, CAT_214, CAT_090, CAT_058, CAT_208",137,50
4983,"CAT_154, CAT_182, CAT_008, CAT_220, CAT_122, CAT_079",101,39
4984,"CAT_088, CAT_205, CAT_109, CAT_123",134,58
4985,"CAT_024, CAT_219, CAT_186, CAT_055",103,32
4986,"CAT_221, CAT_073, CAT_196, CAT_046, CAT_157",126,50
4987,"CAT_020, CAT_216, CAT_089, CAT_028",121,56
4988,"CAT_196, CAT_159, CAT_167, CAT_004, CAT_114, CAT_038",129,53
4989,"CAT_035, CAT_079, CAT_138, CAT_164, CAT_210",139,55
4990,"CAT_149, CAT_047, CAT_186, CAT_112, CAT_001",107,40
4991,"CAT_205, CAT_015, CAT_055, CAT_137, CAT_032",142,63
4992,"CAT_040, CAT_077, CAT_209, CAT_028",110,43
4993,"CAT_176, CAT_037, CAT_081, CAT_136, CAT_191",128,60
4994,"CAT_200, CAT_053, CAT_158, CAT_178, CAT_209, CAT_186",99,39
4995,"CAT_128, CAT_169, CAT_067, CAT_044",117,50
4996,"CAT_061, CAT_046, CAT_002, CAT_005, CAT_040, CAT_161",108,38
4997,"CAT_120, CAT_002, CAT_215, CAT_110, CAT_021",126,47
4998,"CAT_161, CAT_036, CAT_221, CAT_149, CAT_038",97,35
4999,"CAT_006, CAT_134, CAT_080, CAT_138, CAT_181, CAT_196",99,43
5000,"CAT_191, CAT_022, CAT_194, CAT_019",118,52
5001,"CAT_112, CAT_014, CAT_006, CAT_156",106,47
5002,"CAT_091, CAT_172, CAT_216, CAT_129",117,44
5003,"CAT_117, CAT_119, CAT_071, CAT_092",110,48
5004,"CAT_101, CAT_075, CAT_201, CAT_169, CAT_036, CAT_093",116,46
5005,"CAT_146, CAT_114, CAT_201, CAT_056, CAT_058",108,42
5006,"CAT_118, CAT_094, CAT_081, CAT_165, CAT_160",89,34
5007,"CAT_181, CAT_055, CAT_011, CAT_162, CAT_222",113,48
5008,"CAT_079, CAT_107, CAT_087, CAT_174, CAT_085, CAT_216",93,34
5009,"CAT_021, CAT_164, CAT_096, CAT_198, CAT_061",96,45
5010,"CAT_105, CAT_004, CAT_142, CAT_116, CAT_086",130,60
5011,"CAT_154, CAT_188, CAT_069, CAT_127",134,52
5012,"CAT_204, CAT_069, CAT_029, CAT_127, CAT_186, CAT_061",134,51
5013,"CAT_174, CAT_067, CAT_024, CAT_068",129,47
5014,"CAT_213, CAT_086, CAT_212, CAT_006",125,51
5015,"CAT_171, CAT_102, CAT_098, CAT_151, CAT_156, CAT_189",133,56
5016,"CAT_034, CAT_008, CAT_136, CAT_058, CAT_027",119,46
5017,"CAT_199, CAT_114, CAT_079, CAT_032, CAT_004",133,60
5018,"CAT_195, CAT_156, CAT_166, CAT_092",125,50
5019,"CAT_011, CAT_171, CAT_120, CAT_140, CAT_042, CAT_086",118,52
5020,"CAT_072, CAT_138, CAT_197, CAT_011, CAT_207, CAT_172",107,49
5021,"CAT_018, CAT_065, CAT_091, CAT_049, CAT_167",96,31
5022,"CAT_067, CAT_143, CAT_123, CAT_120, CAT_103",106,30
5023,"CAT_107, CAT_138, CAT_116, CAT_088",95,44
5024,"CAT_128, CAT_172, CAT_154, CAT_209, CAT_059",133,62
5025,"CAT_126, CAT_070, CAT_202, CAT_078, CAT_196",118,47
5026,"CAT_067, CAT_045, CAT_048, CAT_058",131,49
5027,"CAT_095, CAT_013, CAT_150, CAT_130, CAT_132, CAT_068",148,55
5028,"CAT_058, CAT_124, CAT_157, CAT_141",120,45
5029,"CAT_148, CAT_011, CAT_112, CAT_101, CAT_068, CAT_002",125,51
5030,"CAT_072, CAT_090, CAT_147, CAT_068",133,53
5031,"CAT_114, CAT_004, CAT_015, CAT_157, CAT_103, CAT_188",115,47
5032,"CAT_108, CAT_099, CAT_062, CAT_185, CAT_150",109,39
5033,"CAT_019, CAT_137, CAT_165, CAT_024, CAT_006, CAT_221",117,38
5034,"CAT_140, CAT_073, CAT_031, CAT_106, CAT_195",124,55
5035,"CAT_157, CAT_134, CAT_121, CAT_053",154,54
5036,"CAT_193, CAT_099, CAT_184, CAT_047, CAT_023",84,34
5037,"CAT_172, CAT_153, CAT_046, CAT_022",126,55
5038,"CAT_000, CAT_062, CAT_175, CAT_027, CAT_133, CAT_054",138,59
5039,"CAT_030, CAT_196, CAT_199, CAT_026, CAT_061, CAT_107",130,49
5040,"CAT_092, CAT_054, CAT_042, CAT_126",125,51
5041,"CAT_103, CAT_128, CAT_188, CAT_160",139,51
5042,"CAT_082, CAT_222, CAT_120, CAT_194, CAT_002",126,46
5043,"CAT_084, CAT_019, CAT_072, CAT_185, CAT_079, CAT_103",100,31
5044,"CAT_112, CAT_084, CAT_076, CAT_058, CAT_219",99,39
5045,"CAT_120, CAT_222, CAT_078, CAT_020, CAT_103",133,61
5046,"CAT_177, CAT_041, CAT_121, CAT_008",126,61
5047,"CAT_070, CAT_103, CAT_010, CAT_126, CAT_116, CAT_113",117,54
5048,"CAT_040, CAT_136, CAT_079, CAT_108",111,46
5049,"CAT_116, CAT_205, CAT_023, CAT_134, CAT_041",120,54
5050,"CAT_188, CAT_008, CAT_063, CAT_105, CAT_176",95,37
5051,"CAT_139, CAT_150, CAT_134, CAT_198, CAT_042, CAT_181",124,50
